timestamp_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_kpa,accel_lp_x_g,accel_lp_y_g,accel_lp_z_g
859980,-3.209000,-4.854000,8.360000,0.950000,-0.550000,-0.010000,101.800,4.112000,3.063000,-7.353000
859990,-3.432000,-5.259000,8.456000,1.700000,-1.120000,0.000000,101.800,4.902000,3.176000,-7.598000
860001,-3.123000,-4.302000,8.171000,2.060000,-1.300000,0.150000,101.800,4.431000,3.112000,-7.872000
860011,-3.433000,-3.602000,7.859000,2.030000,-1.270000,0.080000,101.800,3.355000,3.556000,-7.250000
860021,-3.054000,-4.362000,8.758000,2.230000,-1.380000,-0.180000,101.800,3.995000,3.252000,-8.240000
860031,-2.684000,-4.594000,8.999000,2.100000,-1.140000,-0.260000,101.800,4.610000,2.980000,-8.889000
860041,-2.704000,-3.404000,8.965000,1.550000,-0.790000,-0.220000,101.800,3.698000,2.617000,-9.058000
860051,-2.669000,-3.327000,8.180000,1.320000,-0.650000,0.000000,101.800,3.156000,2.563000,-7.965000
860061,-3.276000,-3.627000,8.614000,1.300000,-0.530000,-0.030000,101.800,3.473000,3.225000,-8.372000
860071,-2.944000,-3.312000,8.779000,1.130000,-0.480000,-0.020000,101.800,3.348000,2.946000,-8.355000
860081,-2.685000,-3.083000,9.028000,1.070000,-0.440000,-0.020000,101.800,3.029000,2.865000,-8.546000
860091,-2.458000,-2.931000,9.398000,0.990000,-0.400000,-0.030000,101.800,2.958000,2.605000,-9.056000
860102,-2.064000,-2.734000,9.440000,0.830000,-0.370000,-0.010000,101.800,2.730000,2.286000,-9.152000
860112,-1.711000,-2.839000,9.326000,0.680000,-0.440000,0.000000,101.800,2.754000,1.946000,-9.068000
860122,-1.661000,-2.827000,9.228000,0.610000,-0.490000,-0.040000,101.800,2.779000,1.737000,-8.921000
860132,-1.394000,-2.680000,9.307000,0.580000,-0.450000,-0.040000,101.800,2.649000,1.647000,-8.938000
860142,-1.433000,-2.776000,9.277000,0.390000,-0.300000,0.080000,101.800,2.651000,1.154000,-9.259000
860152,-2.490000,-3.031000,9.062000,0.110000,-0.100000,0.200000,101.800,2.933000,2.240000,-8.838000
860162,-2.059000,-2.914000,9.089000,0.130000,-0.030000,0.130000,101.800,2.828000,2.379000,-8.644000
860172,-1.666000,-2.187000,8.929000,0.350000,-0.030000,0.070000,101.800,2.446000,1.808000,-8.470000
860182,-1.640000,-1.826000,9.205000,0.460000,-0.030000,0.130000,101.800,1.963000,1.806000,-8.600000
860192,-1.103000,-1.516000,9.428000,0.600000,-0.040000,0.140000,101.800,1.593000,1.468000,-8.723000
860204,-1.419000,-1.611000,9.178000,0.750000,-0.190000,0.140000,101.800,1.404000,1.134000,-8.958000
860214,-2.195000,-3.229000,9.037000,0.800000,-0.490000,0.090000,101.800,1.955000,2.115000,-8.323000
860224,-2.667000,-4.303000,9.768000,0.610000,-0.490000,-0.030000,101.800,3.742000,2.433000,-9.269000
860234,-2.655000,-4.646000,10.473000,0.470000,-0.290000,-0.110000,101.800,4.480000,2.857000,-9.681000
860244,-2.102000,-3.206000,9.808000,0.580000,-0.160000,-0.060000,101.800,3.946000,2.348000,-9.725000
860254,-1.701000,-1.981000,9.031000,0.600000,-0.140000,-0.070000,101.800,2.419000,2.066000,-9.058000
860264,-0.914000,-2.515000,8.315000,0.600000,-0.010000,0.110000,101.800,2.286000,1.348000,-8.235000
860284,-1.000000,-2.481000,10.091000,0.890000,0.700000,0.510000,101.800,2.382000,0.632000,-9.350000
860294,-2.729000,-1.828000,10.761000,0.510000,1.270000,0.500000,101.800,2.365000,1.833000,-10.578000
860305,-3.559000,-1.027000,10.591000,-0.200000,1.850000,0.620000,101.800,1.703000,3.053000,-10.906000
860315,-5.002000,-0.576000,11.078000,-0.780000,2.300000,0.990000,101.800,0.879000,3.593000,-10.615000
860325,-7.606000,-2.335000,13.707000,-0.990000,2.380000,1.610000,101.800,0.877000,5.487000,-11.666000
860335,-8.637000,-4.419000,14.458000,-0.730000,1.780000,1.950000,101.800,3.316000,7.627000,-13.274000
860345,-9.399000,-4.201000,14.948000,-0.660000,0.880000,1.800000,101.800,3.977000,8.568000,-13.433000
860355,-9.911000,-4.649000,15.509000,-0.280000,-0.020000,1.560000,101.800,4.019000,9.438000,-14.294000
860365,-9.997000,-5.121000,14.271000,0.090000,-0.740000,1.230000,101.800,4.828000,9.968000,-13.764000
860375,-9.824000,-4.008000,13.633000,0.260000,-1.060000,0.990000,101.800,4.360000,9.855000,-13.277000
860385,-10.358000,-4.216000,13.072000,0.080000,-0.830000,0.920000,101.800,3.997000,10.046000,-13.090000
860395,-11.148000,-5.492000,13.003000,-0.550000,-0.030000,0.710000,101.800,4.781000,10.772000,-12.970000
860406,-13.351000,-6.782000,14.476000,-1.390000,1.010000,0.240000,101.800,5.894000,12.522000,-13.600000
860416,-15.984000,-7.118000,16.193000,-1.740000,1.880000,-0.350000,101.800,6.568000,14.728000,-14.840000
860426,-19.114000,-7.547000,18.204000,-2.140000,2.510000,-1.350000,101.800,7.267000,17.649000,-15.536000
860436,-19.613000,-8.069000,19.613000,-2.920000,2.350000,-2.350000,101.800,7.634000,20.076000,-20.078000
860446,-19.584000,-7.102000,19.613000,-3.560000,1.470000,-3.330000,101.800,7.125000,20.076000,-20.078000
860456,-19.596000,-6.939000,19.580000,-4.080000,0.790000,-4.240000,101.800,6.590000,20.076000,-20.078000
860466,-19.613000,-7.115000,19.613000,-4.580000,0.430000,-5.020000,101.800,6.566000,20.076000,-20.078000
860476,-19.613000,-7.304000,19.613000,-5.210000,0.720000,-6.030000,101.800,6.536000,20.076000,-20.078000
860486,-19.613000,-6.684000,19.612000,-5.840000,1.290000,-7.250000,101.800,6.382000,20.076000,-20.078000
860496,-19.613000,-3.960000,19.613000,-6.060000,1.580000,-8.720000,101.800,4.522000,20.076000,-20.078000
860508,-19.613000,2.369000,19.613000,-5.990000,1.150000,-8.720000,101.800,0.710000,20.076000,-20.078000
860518,-19.613000,9.715000,19.613000,-5.990000,0.170000,-8.720000,101.800,-6.823000,20.076000,-20.078000
860528,-19.528000,17.879000,19.521000,-6.030000,-1.150000,-8.720000,101.800,-13.870000,20.076000,-20.078000
860538,-16.197000,19.613000,15.565000,-6.330000,-2.380000,-8.720000,101.800,-20.078000,20.076000,-18.252000
860548,-8.153000,19.566000,8.514000,-6.890000,-2.720000,-8.720000,101.800,-20.078000,14.985000,-12.284000
860558,5.478000,19.560000,2.470000,-7.200000,-1.980000,-8.720000,101.800,-20.078000,-10.193000,0.041000
860568,19.613000,19.613000,-19.342000,-6.100000,-0.050000,-8.720000,101.800,-20.078000,-20.078000,20.076000
860578,19.323000,19.612000,-19.613000,-4.270000,-0.670000,-5.050000,101.800,-20.078000,-20.078000,20.076000
860588,19.613000,19.613000,-19.446000,-0.320000,-2.660000,2.310000,101.800,-20.078000,-20.078000,19.095000
860598,8.707000,19.613000,-11.450000,8.080000,-3.110000,8.720000,101.800,-20.078000,1.485000,1.311000
860641,-15.901000,19.613000,6.392000,8.720000,-2.250000,8.720000,101.800,-20.078000,14.554000,-10.615000
860651,-19.613000,19.613000,19.613000,8.720000,-1.740000,8.720000,101.800,-20.078000,20.076000,-20.078000
860661,-19.396000,19.613000,19.613000,8.720000,-0.720000,8.720000,101.800,-20.078000,20.076000,-20.078000
860671,-19.485000,15.738000,19.372000,8.720000,0.420000,8.720000,101.800,-13.333000,20.076000,-20.078000
860681,-19.613000,-3.864000,19.606000,7.000000,-0.980000,8.720000,101.800,1.941000,20.076000,-20.078000
860691,-19.613000,-13.457000,19.613000,5.380000,-3.560000,8.720000,101.800,7.063000,20.076000,-20.078000
860701,-19.610000,-17.758000,19.609000,3.730000,-4.010000,8.300000,101.800,13.348000,20.076000,-20.078000
860711,-19.613000,-19.613000,19.612000,1.290000,-2.550000,7.040000,101.800,20.005000,20.076000,-20.078000
860721,-19.613000,-19.613000,19.613000,-1.050000,-1.220000,4.730000,101.800,20.076000,20.076000,-20.078000
860731,-19.613000,-19.564000,19.409000,-1.990000,-0.850000,2.160000,101.800,20.076000,20.076000,-15.318000
860741,-19.613000,-19.613000,15.112000,-1.980000,-0.650000,0.130000,101.800,20.076000,20.076000,-10.720000
860751,-19.613000,-19.604000,9.953000,-2.080000,0.050000,-1.610000,101.800,20.076000,20.076000,-8.664000
860761,-19.613000,-17.711000,9.052000,-2.240000,0.860000,-3.190000,101.800,16.752000,20.076000,-8.428000
860771,-19.613000,-12.989000,9.780000,-2.030000,1.180000,-4.570000,101.800,12.083000,20.076000,-8.595000
860781,-19.458000,-8.432000,10.302000,-1.430000,0.980000,-5.690000,101.800,7.639000,20.076000,-9.022000
860791,-15.869000,-4.936000,10.637000,-0.810000,0.900000,-6.450000,101.800,4.470000,15.456000,-10.208000
860801,-10.193000,-2.754000,12.663000,-0.690000,1.560000,-6.850000,101.800,2.404000,10.438000,-12.985000
860811,-6.327000,-1.210000,16.294000,-1.190000,2.490000,-6.980000,101.800,0.926000,6.245000,-16.561000
860821,-5.171000,-0.443000,19.613000,-1.920000,3.110000,-6.710000,101.800,0.325000,5.017000,-20.078000
860831,-5.797000,-1.264000,19.613000,-2.670000,3.330000,-6.120000,101.800,1.110000,5.492000,-20.078000
860850,-7.585000,-1.960000,19.558000,-3.340000,3.340000,-5.760000,101.800,1.531000,7.566000,-20.078000
860860,-11.186000,-2.490000,19.608000,-4.260000,3.620000,-5.720000,101.800,1.933000,14.603000,-20.078000
860870,-14.057000,-2.657000,19.613000,-5.500000,4.000000,-6.250000,101.800,-0.642000,18.220000,-20.078000
860880,-17.249000,-0.423000,19.612000,-6.730000,4.440000,-7.460000,101.800,-4.377000,19.862000,-20.078000
860890,-19.088000,3.185000,19.613000,-7.790000,4.910000,-8.720000,101.800,-10.561000,19.171000,-20.078000
860900,-18.271000,9.062000,19.613000,-8.450000,4.900000,-8.720000,101.800,-20.078000,16.764000,-18.946000
860910,-16.088000,18.037000,19.503000,-8.330000,4.010000,-8.720000,101.800,-20.078000,9.512000,-14.061000
860920,-8.713000,19.613000,15.748000,-7.420000,1.810000,-8.720000,101.800,-20.078000,-7.845000,-4.247000
860930,9.056000,19.539000,4.847000,-6.270000,-0.900000,-8.720000,101.800,-20.078000,-20.078000,8.223000
860940,19.613000,19.560000,-12.374000,-4.950000,-2.580000,-8.720000,101.800,-20.078000,-20.078000,17.887000
860963,19.613000,19.612000,-19.428000,1.070000,1.100000,6.080000,101.800,-20.078000,-20.078000,20.076000
860973,19.613000,19.613000,-19.571000,3.850000,0.650000,8.720000,101.800,-20.078000,-20.078000,12.686000
860983,11.880000,19.613000,-12.993000,7.160000,-1.680000,8.720000,101.800,-20.078000,-2.002000,1.196000
860993,-17.358000,19.613000,7.818000,8.720000,-2.720000,8.720000,101.800,-20.078000,11.985000,-7.326000
861003,-19.613000,19.613000,19.613000,8.720000,-1.890000,8.720000,101.800,-20.078000,20.076000,-20.078000
861013,-19.202000,19.499000,19.613000,8.720000,-0.270000,8.720000,101.800,-20.078000,20.076000,-20.078000
861023,-19.502000,-1.399000,19.329000,7.290000,-0.090000,8.720000,101.800,-9.208000,20.076000,-20.078000
861033,-19.613000,-19.613000,19.613000,3.470000,-2.950000,8.720000,101.800,3.183000,20.076000,-20.078000
861043,-19.609000,-19.613000,19.613000,3.050000,-4.660000,7.660000,101.800,8.590000,20.076000,-20.078000
861055,-19.610000,-19.178000,19.607000,2.790000,-3.720000,5.630000,101.800,17.365000,20.076000,-20.078000
861065,-19.613000,-19.613000,19.613000,0.800000,-2.180000,3.850000,101.800,20.076000,20.076000,-20.078000
861075,-19.613000,-19.613000,19.497000,-1.250000,-1.260000,1.030000,101.800,20.076000,20.076000,-15.134000
861085,-19.613000,-19.604000,16.129000,-2.080000,-0.640000,-1.520000,101.800,20.076000,20.076000,-11.267000
861095,-19.613000,-19.592000,12.091000,-2.440000,0.160000,-3.380000,101.800,20.076000,20.076000,-10.078000
861105,-19.613000,-17.460000,11.530000,-2.930000,1.170000,-4.770000,101.800,17.843000,20.076000,-10.480000
861115,-19.613000,-13.239000,12.520000,-3.160000,2.090000,-6.000000,101.800,13.929000,20.076000,-11.318000
861125,-19.613000,-9.250000,14.427000,-2.980000,2.660000,-7.250000,101.800,9.936000,20.076000,-12.757000
861135,-19.613000,-4.378000,16.654000,-2.730000,2.950000,-8.360000,101.800,5.267000,20.076000,-14.909000
861145,-19.519000,-0.443000,19.072000,-2.700000,3.230000,-8.720000,101.800,0.933000,20.076000,-17.576000
861156,-18.240000,1.048000,19.613000,-3.020000,3.550000,-8.720000,101.800,-1.149000,18.649000,-20.078000
861166,-17.293000,2.160000,19.601000,-3.670000,3.690000,-8.720000,101.800,-2.379000,17.416000,-20.078000
861176,-18.402000,4.348000,19.597000,-4.500000,3.510000,-8.720000,101.800,-4.279000,18.291000,-20.078000
861186,-19.132000,8.060000,19.613000,-5.290000,2.850000,-8.720000,101.800,-7.514000,19.402000,-20.078000
861196,-18.845000,13.191000,19.613000,-5.890000,2.210000,-8.720000,101.800,-12.250000,19.752000,-20.078000
861206,-17.026000,18.748000,19.570000,-6.600000,1.900000,-8.720000,101.800,-17.938000,18.438000,-20.078000
861216,-14.218000,19.613000,17.796000,-7.320000,1.760000,-8.720000,101.800,-20.078000,15.877000,-18.598000
861226,-11.182000,19.566000,14.298000,-7.700000,1.590000,-8.720000,101.800,-20.078000,12.531000,-15.421000
861236,-6.389000,19.583000,9.654000,-7.780000,1.250000,-8.720000,101.800,-20.078000,8.458000,-11.497000
861246,1.391000,19.613000,3.502000,-7.860000,1.000000,-8.720000,101.800,-20.078000,2.058000,-6.527000
861257,12.504000,19.613000,-5.093000,-8.020000,0.930000,-8.720000,101.800,-20.078000,-6.781000,0.808000
861267,19.613000,19.612000,-15.486000,-7.160000,1.180000,-8.720000,101.800,-20.078000,-16.009000,9.632000
861277,19.613000,19.613000,-19.613000,-4.430000,1.710000,-8.030000,101.800,-20.078000,-20.078000,14.946000
861287,19.453000,19.613000,-19.613000,-0.410000,1.820000,-3.200000,101.800,-20.078000,-20.078000,15.223000
861297,19.613000,19.613000,-19.498000,3.150000,1.090000,3.550000,101.800,-20.078000,-20.078000,11.460000
861307,19.613000,19.613000,-16.056000,5.720000,-0.770000,8.720000,101.800,-20.078000,-20.078000,6.154000
861317,16.393000,19.613000,-5.714000,8.320000,-3.030000,8.720000,101.800,-20.078000,-9.889000,-2.414000
861327,-11.327000,19.613000,9.011000,8.720000,-3.920000,8.720000,101.800,-20.078000,6.044000,-9.117000
861337,-19.613000,19.613000,19.613000,8.720000,-2.910000,8.720000,101.800,-20.078000,17.556000,-13.752000
861347,-19.491000,19.613000,19.613000,8.720000,-1.550000,8.720000,101.800,-20.078000,20.076000,-20.078000
861358,-19.369000,13.400000,19.382000,8.720000,-2.270000,8.720000,101.800,-20.078000,20.076000,-20.078000
861368,-19.613000,-5.020000,19.613000,8.720000,-4.590000,8.720000,101.800,-6.027000,20.076000,-20.078000
861378,-19.613000,-10.434000,19.613000,6.690000,-4.380000,8.720000,101.800,-0.115000,20.076000,-20.078000
861388,-19.607000,-19.424000,19.608000,3.340000,-2.010000,8.720000,101.800,6.965000,20.076000,-20.078000
861398,-19.613000,-19.613000,19.613000,0.250000,-0.510000,8.720000,101.800,18.098000,20.076000,-20.078000
861408,-19.613000,-19.466000,19.217000,-2.450000,-0.670000,6.180000,101.800,20.076000,20.076000,-20.078000
861418,-19.613000,-19.591000,10.993000,-3.270000,-0.840000,3.750000,101.800,20.076000,20.076000,-11.304000
861428,-19.613000,-19.613000,2.585000,-2.430000,-0.960000,1.850000,101.800,20.076000,20.076000,-2.610000
861438,-19.613000,-18.581000,-0.086000,-1.480000,-1.250000,0.410000,101.800,20.076000,20.076000,-0.470000
861448,-19.613000,-13.845000,-1.778000,-1.060000,-0.810000,-0.130000,101.800,16.531000,20.076000,1.637000
861460,-19.613000,-11.932000,1.403000,-0.660000,0.490000,-0.460000,101.800,12.279000,20.076000,1.830000
861470,-19.434000,-15.064000,7.075000,-0.500000,1.700000,-1.450000,101.800,13.228000,20.076000,-3.764000
861480,-16.398000,-12.594000,9.544000,-0.890000,1.990000,-3.300000,101.800,14.541000,20.076000,-7.688000
861490,-10.832000,-6.955000,9.413000,-0.940000,1.780000,-4.730000,101.800,9.737000,14.889000,-8.691000
861500,-6.939000,-3.880000,9.415000,-0.670000,1.730000,-5.100000,101.800,5.524000,9.433000,-8.610000
861510,-4.831000,-2.921000,10.374000,-0.530000,1.920000,-4.750000,101.800,3.352000,5.953000,-9.372000
861520,-6.147000,-4.953000,14.216000,-1.220000,2.530000,-2.960000,101.800,5.598000,6.468000,-14.899000
861530,-6.147000,-4.953000,14.216000,-1.220000,2.530000,-2.960000,101.800,7.490000,9.965000,-16.507000
861540,-9.369000,-6.936000,16.141000,-1.890000,2.790000,-2.140000,101.800,8.860000,14.286000,-17.480000
861550,-13.169000,-8.600000,17.201000,-2.870000,3.080000,-1.680000,101.800,10.600000,19.831000,-18.262000
861573,-19.613000,-12.218000,18.196000,-5.200000,4.020000,-2.280000,101.800,11.931000,20.076000,-17.571000
861583,-19.613000,-12.279000,16.873000,-6.270000,4.240000,-3.820000,101.800,10.426000,20.076000,-15.708000
861593,-19.568000,-8.549000,14.854000,-6.730000,4.290000,-5.770000,101.800,5.909000,20.076000,-13.539000
861603,-19.613000,-3.213000,13.113000,-6.580000,4.380000,-7.450000,101.800,0.921000,20.076000,-11.992000
861623,-19.597000,8.250000,10.951000,-6.000000,4.520000,-8.720000,101.800,-11.679000,20.076000,-10.598000
861633,-18.030000,17.301000,9.767000,-6.010000,4.170000,-8.720000,101.800,-20.078000,18.017000,-9.166000
861643,-11.558000,19.613000,6.085000,-6.250000,3.450000,-8.720000,101.800,-20.078000,9.931000,-5.379000
861653,5.607000,19.587000,-1.666000,-6.640000,2.820000,-8.720000,101.800,-20.078000,-9.857000,4.178000
861663,19.613000,19.546000,-14.266000,-5.750000,2.230000,-8.720000,101.800,-20.078000,-20.078000,12.605000
861673,19.613000,19.613000,-19.613000,-1.490000,0.940000,-8.720000,101.800,-20.078000,-20.078000,17.546000
861683,19.309000,19.613000,-19.613000,3.220000,-0.250000,-3.380000,101.800,-20.078000,-20.078000,17.926000
861693,19.613000,19.611000,-19.463000,5.350000,-0.220000,5.640000,101.800,-20.078000,-20.078000,9.625000
861703,19.613000,19.613000,-12.280000,6.900000,-0.500000,8.720000,101.800,-20.078000,-13.279000,-1.678000
861713,11.896000,19.613000,8.906000,8.720000,-2.110000,8.720000,101.800,-20.078000,0.036000,-11.424000
861723,-16.637000,19.613000,19.613000,8.720000,-3.900000,8.720000,101.800,-20.078000,16.781000,-20.078000
861733,-19.613000,19.613000,19.613000,8.720000,-3.980000,8.720000,101.800,-20.078000,20.076000,-20.078000
861743,-19.246000,14.301000,19.369000,8.720000,-2.940000,8.720000,101.800,-12.955000,20.076000,-20.078000
861753,-19.488000,-15.616000,19.613000,7.670000,-3.300000,8.720000,101.800,-1.995000,20.076000,-20.078000
861763,-19.613000,-19.613000,19.613000,4.890000,-4.410000,8.720000,101.800,7.436000,20.076000,-20.078000
861774,-19.610000,-19.243000,19.607000,2.770000,-2.830000,7.280000,101.800,15.867000,20.076000,-20.078000
861784,-19.610000,-19.459000,19.369000,-0.870000,0.050000,4.950000,101.800,20.076000,20.076000,-14.186000
861794,-19.613000,-19.613000,10.377000,-3.680000,1.430000,2.220000,101.800,20.076000,20.076000,-0.973000
861804,-19.613000,-19.611000,-3.667000,-3.370000,1.220000,-1.020000,101.800,20.076000,20.076000,6.610000
861814,-19.613000,-19.484000,-7.229000,-2.130000,1.120000,-3.830000,101.800,20.076000,20.076000,7.181000
861824,-19.613000,-14.673000,-3.668000,-1.420000,1.560000,-5.270000,101.800,13.755000,20.076000,4.127000
861834,-17.384000,-7.677000,1.357000,-1.090000,2.150000,-5.330000,101.800,7.899000,17.144000,-0.845000
861844,-9.963000,-4.740000,7.510000,-0.880000,2.720000,-4.990000,101.800,4.914000,9.855000,-7.046000
861854,-3.695000,-2.303000,12.580000,-0.830000,2.900000,-4.810000,101.800,1.149000,-0.210000,-14.840000
861864,0.216000,-1.105000,15.520000,-0.710000,2.670000,-4.440000,101.800,2.419000,-1.174000,-16.519000
861885,0.577000,-3.611000,16.328000,-1.700000,2.060000,-3.380000,101.800,3.416000,-0.860000,-16.193000
861895,-0.356000,-3.737000,14.225000,-2.350000,1.580000,-3.100000,101.800,3.576000,-0.151000,-14.005000
861905,-1.219000,-3.514000,10.834000,-2.610000,0.930000,-2.700000,101.800,3.372000,0.539000,-10.774000
861915,-2.595000,-3.632000,7.157000,-2.650000,0.340000,-2.160000,101.800,3.453000,1.735000,-7.284000
861925,-5.141000,-4.200000,3.683000,-2.670000,0.180000,-1.480000,101.800,4.002000,4.340000,-4.076000
861935,-8.549000,-5.342000,2.103000,-2.840000,0.870000,-0.830000,101.800,4.965000,7.710000,-2.492000
861945,-12.502000,-7.807000,3.663000,-3.260000,2.190000,-0.540000,101.800,7.240000,11.850000,-3.985000
