timestamp_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_kpa,accel_lp_x_g,accel_lp_y_g,accel_lp_z_g
38007,0.046,-0.020,9.860,0.00,0.00,0.00,100.22,-0.041,0.066,-9.492
38018,0.048,-0.013,9.869,0.00,0.00,0.00,100.22,-0.061,0.063,-9.487
38028,0.036,-0.013,9.847,0.00,0.00,0.00,100.22,-0.026,0.073,-9.438
38038,0.040,-0.032,9.827,0.00,0.00,0.00,100.22,-0.056,0.022,-9.463
38048,0.050,-0.028,9.845,0.00,0.00,0.00,100.22,-0.058,0.066,-9.446
38058,0.037,-0.049,9.859,0.00,0.00,0.00,100.22,-0.009,0.078,-9.406
38068,0.055,-0.044,9.854,0.00,0.00,0.00,100.22,-0.031,0.083,-9.470
38078,0.045,-0.053,9.841,0.00,0.00,0.00,100.22,-0.036,0.022,-9.409
38088,0.026,-0.052,9.857,0.00,0.00,0.00,100.22,-0.031,0.061,-9.428
38098,0.030,-0.024,9.841,0.00,0.00,0.00,100.22,-0.044,0.088,-9.357
38108,0.049,-0.036,9.841,0.00,0.00,0.00,100.22,-0.024,0.090,-9.404
38119,0.038,-0.035,9.850,0.00,0.00,0.00,100.22,-0.051,0.122,-9.392
38129,0.036,-0.017,9.864,0.00,0.00,0.00,100.22,-0.066,0.110,-9.441
38139,0.053,-0.029,9.863,0.00,0.00,0.00,100.22,-0.088,0.102,-9.446
38149,0.041,-0.034,9.836,0.00,0.00,0.00,100.22,-0.039,0.093,-9.416
38159,0.053,-0.023,9.842,0.00,0.00,0.00,100.22,-0.049,0.093,-9.465
38169,0.051,-0.050,9.854,0.00,0.00,0.00,100.22,-0.056,0.090,-9.426
38179,0.033,-0.052,9.853,0.00,0.00,0.00,100.22,0.014,0.041,-9.446
38189,0.059,-0.045,9.845,0.00,0.00,0.00,100.22,0.017,0.063,-9.419
38199,0.043,-0.041,9.850,0.00,0.00,0.00,100.22,-0.007,0.058,-9.397
38221,0.047,-0.031,9.856,0.00,0.00,0.00,100.22,-0.022,0.068,-9.436
38231,0.034,-0.028,9.842,0.00,0.00,0.00,100.22,-0.024,0.068,-9.409
38241,0.034,-0.022,9.857,0.00,0.00,0.00,100.22,-0.071,0.080,-9.448
38251,0.041,-0.033,9.849,0.00,0.00,0.00,100.22,-0.053,0.095,-9.426
38261,0.044,-0.023,9.850,0.00,0.00,0.00,100.22,-0.009,0.088,-9.426
38271,0.035,-0.037,9.839,0.00,0.00,0.00,100.22,-0.034,0.125,-9.416
38281,0.058,-0.044,9.842,0.00,0.00,0.00,100.22,-0.031,0.078,-9.428
38291,0.042,-0.028,9.840,0.00,0.00,0.00,100.22,-0.049,0.066,-9.451
38301,0.043,-0.046,9.848,0.00,0.00,0.00,100.22,-0.017,0.088,-9.441
38311,0.054,-0.048,9.854,0.00,0.00,0.00,100.22,-0.034,0.139,-9.414
38323,0.050,-0.041,9.858,0.00,0.00,0.00,100.22,-0.034,0.078,-9.411
38333,0.053,-0.028,9.842,0.00,0.00,0.00,100.22,-0.041,0.061,-9.404
38343,0.038,-0.024,9.861,0.00,0.00,0.00,100.22,-0.034,0.051,-9.448
38353,0.044,-0.020,9.856,0.00,0.00,0.00,100.22,-0.046,0.085,-9.414
38363,0.043,-0.008,9.847,0.00,0.00,0.00,100.22,-0.053,0.085,-9.451
38373,0.034,-0.025,9.856,0.00,0.00,0.00,100.22,-0.066,0.105,-9.465
38383,0.041,-0.031,9.836,0.00,0.00,0.00,100.22,-0.068,0.073,-9.446
38393,0.039,-0.040,9.851,0.00,0.00,0.00,100.22,-0.004,0.073,-9.416
38403,0.033,-0.049,9.853,0.00,0.00,0.00,100.22,-0.007,0.071,-9.372
38413,0.041,-0.053,9.844,0.00,0.00,0.00,100.22,0.007,0.102,-9.411
38433,0.038,-0.046,9.849,0.00,0.00,0.00,100.22,-0.004,0.039,-9.409
38443,0.032,-0.037,9.848,0.00,0.00,0.00,100.22,-0.026,0.073,-9.406
38453,0.046,-0.032,9.839,0.00,0.00,0.00,100.22,-0.026,0.112,-9.475
38463,0.049,-0.034,9.841,0.00,0.00,0.00,100.22,-0.056,0.127,-9.453
38473,0.043,-0.023,9.842,0.00,0.00,0.00,100.22,-0.029,0.031,-9.441
38483,0.040,-0.040,9.862,0.00,0.00,0.00,100.22,-0.026,0.088,-9.431
38493,0.053,-0.043,9.849,0.00,0.00,0.00,100.22,-0.022,0.053,-9.438
38503,0.050,-0.035,9.844,0.00,0.00,0.00,100.22,-0.029,0.075,-9.455
38513,0.042,-0.038,9.853,0.00,0.00,0.00,100.22,-0.019,0.085,-9.431
38525,0.056,-0.037,9.858,0.00,0.00,0.00,100.22,-0.026,0.100,-9.468
38535,0.052,-0.038,9.839,0.00,0.00,0.00,100.22,-0.036,0.085,-9.438
38545,0.050,-0.019,9.842,0.00,0.00,0.00,100.22,-0.012,0.105,-9.431
38555,0.037,-0.034,9.864,0.00,0.00,0.00,100.22,-0.036,0.085,-9.443
38565,0.031,-0.038,9.844,0.00,0.00,0.00,100.22,-0.078,0.095,-9.473
38575,0.042,-0.035,9.828,0.00,0.00,0.00,100.22,-0.066,0.066,-9.433
38585,0.044,-0.021,9.841,0.00,0.00,0.00,100.22,-0.007,0.098,-9.416
38595,0.048,-0.031,9.838,0.00,0.00,0.00,100.22,-0.046,0.078,-9.460
38605,0.059,-0.037,9.838,0.00,0.00,0.00,100.22,-0.012,0.083,-9.389
38615,0.037,-0.038,9.835,0.00,0.00,0.00,100.22,-0.036,0.083,-9.455
38626,0.044,-0.034,9.848,0.00,0.00,0.00,100.22,-0.071,0.075,-9.446
38646,0.050,-0.044,9.848,0.00,0.00,0.00,100.22,-0.017,0.041,-9.431
38656,0.047,-0.034,9.852,0.00,0.00,0.00,100.22,-0.053,0.100,-9.431
38666,0.062,-0.037,9.851,0.00,0.00,0.00,100.22,-0.063,0.095,-9.379
38676,0.053,-0.014,9.847,0.00,0.00,0.00,100.22,-0.046,0.075,-9.451
38686,0.037,-0.016,9.860,0.00,0.00,0.00,100.22,-0.056,0.112,-9.414
38696,0.046,-0.037,9.848,0.00,0.00,0.00,100.22,0.009,0.088,-9.416
38706,0.063,-0.016,9.841,0.00,0.00,0.00,100.22,-0.039,0.112,-9.409
38716,0.063,-0.026,9.849,0.00,0.00,0.00,100.22,-0.046,0.066,-9.443
38727,0.055,-0.039,9.840,0.00,0.00,0.00,100.22,-0.002,0.046,-9.416
38737,0.041,-0.041,9.851,0.00,0.00,0.00,100.22,-0.053,0.073,-9.428
38747,0.047,-0.041,9.845,0.00,0.00,0.00,100.22,-0.046,0.026,-9.424
38757,0.041,-0.046,9.834,0.00,0.00,0.00,100.22,-0.039,0.063,-9.436
38767,0.044,-0.045,9.850,0.00,0.00,0.00,100.22,-0.026,0.112,-9.394
38777,0.046,-0.032,9.854,0.00,0.00,0.00,100.22,-0.019,0.093,-9.441
38787,0.043,-0.034,9.866,0.00,0.00,0.00,100.22,-0.034,0.053,-9.443
38797,0.034,-0.031,9.844,0.00,0.00,0.00,100.22,-0.044,0.112,-9.404
38807,0.048,-0.032,9.847,0.00,0.00,0.00,100.22,-0.056,0.073,-9.421
38817,0.046,-0.041,9.848,0.00,0.00,0.00,100.22,-0.017,0.063,-9.406
38828,0.049,-0.034,9.848,0.00,0.00,0.00,100.22,-0.029,0.115,-9.428
38838,0.054,-0.044,9.833,0.00,0.00,0.00,100.22,-0.009,0.058,-9.416
38858,0.055,-0.047,9.854,0.00,0.00,0.00,100.22,-0.004,0.068,-9.478
38868,0.045,-0.032,9.848,0.00,0.00,0.00,100.22,-0.039,0.085,-9.446
38878,0.038,-0.035,9.853,0.00,0.00,0.00,100.22,-0.051,0.046,-9.406
38888,0.034,-0.029,9.854,0.00,0.00,0.00,100.22,-0.022,0.066,-9.416
38898,0.032,-0.025,9.846,0.00,0.00,0.00,100.22,-0.056,0.058,-9.421
38908,0.027,-0.038,9.857,0.00,0.00,0.00,100.22,-0.058,0.107,-9.478
38918,0.045,-0.046,9.850,0.00,0.00,0.00,100.22,0.002,0.132,-9.419
38930,0.042,-0.040,9.860,0.00,0.00,0.00,100.22,-0.034,0.095,-9.433
38940,0.034,-0.043,9.852,0.00,0.00,0.00,100.22,-0.056,0.098,-9.433
38950,0.052,-0.029,9.833,0.00,0.00,0.00,100.22,-0.044,0.088,-9.404
38960,0.047,-0.041,9.836,0.00,0.00,0.00,100.22,-0.026,0.075,-9.441
38970,0.047,-0.043,9.863,0.00,0.00,0.00,100.22,-0.004,0.093,-9.453
38980,0.046,-0.034,9.888,0.00,0.00,0.00,100.22,-0.007,0.031,-9.453
38990,0.045,-0.024,9.854,0.00,0.00,0.00,100.22,0.007,0.046,-9.436
39000,0.052,-0.032,9.845,0.00,0.00,0.00,100.22,-0.051,0.075,-9.419
39010,0.051,-0.020,9.870,0.00,0.00,0.00,100.22,-0.056,0.068,-9.468
39020,0.051,-0.010,9.865,0.00,0.00,0.00,100.22,-0.002,0.073,-9.458
39031,0.044,-0.007,9.862,0.00,0.00,0.00,100.22,-0.063,0.073,-9.438
39041,0.041,0.011,9.880,0.00,0.00,0.00,100.22,-0.053,0.053,-9.475
39051,0.043,-0.011,9.868,0.00,0.00,0.00,100.22,-0.075,0.098,-9.453
39071,0.044,-0.027,9.866,0.00,0.00,0.00,100.22,-0.046,0.080,-9.438
39081,0.037,-0.047,9.836,0.00,0.00,0.00,100.22,-0.063,0.115,-9.443
39091,0.040,-0.032,9.854,0.00,0.00,0.00,100.22,-0.044,0.102,-9.409
39101,0.031,-0.041,9.834,0.00,0.00,0.00,100.22,-0.019,0.068,-9.460
39111,0.052,-0.041,9.812,0.00,0.00,0.00,100.22,-0.019,0.085,-9.384
39121,0.062,-0.041,9.808,0.00,0.00,0.00,100.22,-0.002,0.063,-9.402
39132,0.055,-0.041,9.840,0.00,0.00,0.00,100.22,-0.044,0.049,-9.382
39142,0.059,-0.041,9.859,0.00,0.00,0.00,100.22,0.000,0.085,-9.436
39152,0.054,-0.044,9.872,0.00,0.00,0.00,100.22,-0.022,0.088,-9.424
39162,0.053,-0.048,9.819,0.00,0.00,0.00,100.22,-0.026,0.058,-9.416
39172,0.049,-0.062,9.801,0.00,0.00,0.00,100.22,0.007,0.075,-9.357
39182,0.048,-0.057,9.820,0.00,0.00,0.00,100.22,0.012,0.075,-9.348
39192,0.035,-0.062,9.844,0.00,0.00,0.00,100.22,-0.012,0.122,-9.451
39202,0.036,-0.068,9.850,0.00,0.00,0.00,100.22,-0.026,0.075,-9.438
39212,0.038,-0.052,9.832,0.00,0.00,0.00,100.22,-0.002,0.090,-9.424
39222,0.050,-0.055,9.830,0.00,0.00,0.00,100.22,0.031,0.120,-9.416
39233,0.067,-0.049,9.828,0.00,0.00,0.00,100.22,-0.024,0.044,-9.404
39243,0.056,-0.051,9.826,0.00,0.00,0.00,100.22,-0.009,0.078,-9.414
39253,0.054,-0.040,9.848,0.00,0.00,0.00,100.22,-0.019,0.026,-9.451
39263,0.059,-0.038,9.863,0.00,0.00,0.00,100.22,-0.014,0.058,-9.470
39283,0.049,-0.055,9.826,0.00,0.00,0.00,100.22,0.000,0.024,-9.438
39293,0.051,-0.047,9.811,0.00,0.00,0.00,100.22,-0.002,0.068,-9.379
39303,0.045,-0.041,9.841,0.00,0.00,0.00,100.22,-0.002,0.063,-9.384
39313,0.046,-0.038,9.853,0.00,0.00,0.00,100.22,0.022,0.066,-9.414
39323,0.044,-0.035,9.845,0.00,0.00,0.00,100.22,-0.022,0.083,-9.421
39335,0.036,-0.033,9.833,0.00,0.00,0.00,100.22,-0.063,0.080,-9.446
39345,0.038,-0.032,9.856,0.00,0.00,0.00,100.22,0.004,0.068,-9.399
39355,0.045,-0.025,9.864,0.00,0.00,0.00,100.22,-0.019,0.017,-9.419
39365,0.037,-0.023,9.853,0.00,0.00,0.00,100.22,-0.046,0.105,-9.463
39375,0.046,-0.034,9.854,0.00,0.00,0.00,100.22,-0.073,0.066,-9.460
39385,0.044,-0.032,9.859,0.00,0.00,0.00,100.22,-0.031,0.051,-9.482
39395,0.062,-0.037,9.845,0.00,0.00,0.00,100.22,-0.039,0.034,-9.389
39405,0.036,-0.036,9.812,0.00,0.00,0.00,100.22,-0.004,0.026,-9.372
39415,0.043,-0.058,9.839,0.00,0.00,0.00,100.22,-0.039,0.029,-9.416
39425,0.043,-0.062,9.853,0.00,0.00,0.00,100.22,-0.014,0.105,-9.465
39437,0.055,-0.064,9.864,0.00,0.00,0.00,100.22,0.000,0.085,-9.414
39447,0.055,-0.062,9.832,0.00,0.00,0.00,100.22,0.014,0.049,-9.441
39457,0.049,-0.064,9.784,0.00,0.00,0.00,100.22,-0.024,0.073,-9.370
39467,0.042,-0.045,9.814,0.00,0.00,0.00,100.22,0.007,0.056,-9.370
39477,0.026,-0.055,9.786,0.00,0.00,0.00,100.22,0.014,0.049,-9.367
39497,0.036,-0.057,9.926,0.00,0.00,0.00,100.22,-0.024,0.085,-9.593
39507,0.076,-0.046,10.047,0.00,0.00,0.00,100.22,-0.022,0.053,-9.578
39517,0.082,-0.032,9.878,0.00,0.00,0.00,100.22,-0.022,0.073,-9.379
39527,0.076,-0.025,9.663,0.00,0.00,0.00,100.22,-0.051,0.073,-9.264
39537,0.065,-0.022,9.687,0.00,0.00,0.00,100.22,-0.058,0.078,-9.338
39547,0.035,-0.019,9.905,0.00,0.00,0.00,100.22,-0.044,0.110,-9.534
39557,0.004,-0.002,10.050,0.00,0.00,0.00,100.22,-0.063,0.115,-9.610
39567,0.016,0.017,9.972,0.00,0.00,0.00,100.22,-0.115,0.129,-9.519
39577,0.052,-0.002,9.842,0.00,0.00,0.00,100.22,-0.068,0.080,-9.419
39587,0.073,-0.029,9.751,0.00,0.00,0.00,100.22,-0.049,0.056,-9.362
39597,0.071,-0.040,9.735,0.00,0.00,0.00,100.22,-0.036,0.024,-9.328
39607,0.047,-0.034,9.809,0.00,0.00,0.00,100.22,-0.024,0.090,-9.419
39617,0.016,-0.049,9.953,0.00,0.00,0.00,100.22,-0.017,0.134,-9.568
39627,0.007,-0.036,9.970,0.00,0.00,0.00,100.22,-0.007,0.068,-9.512
39638,0.013,-0.060,9.827,0.00,0.00,0.00,100.22,-0.017,0.080,-9.392
39648,0.049,-0.070,9.684,0.00,0.00,0.00,100.22,0.009,0.100,-9.286
39658,0.074,-0.072,9.721,0.00,0.00,0.00,100.22,0.004,0.056,-9.328
39668,0.063,-0.058,9.873,0.00,0.00,0.00,100.22,-0.004,0.080,-9.470
39678,0.040,-0.041,9.944,0.00,0.00,0.00,100.22,-0.039,0.117,-9.492
39688,0.037,-0.040,9.911,0.00,0.00,0.00,100.22,-0.024,0.095,-9.502
39708,0.060,-0.008,9.829,0.00,0.00,0.00,100.22,-0.061,0.115,-9.426
39718,0.059,-0.014,9.866,0.00,0.00,0.00,100.22,-0.022,0.085,-9.409
39728,0.047,-0.038,9.882,0.00,0.00,0.00,100.22,-0.004,0.051,-9.502
39740,0.035,-0.061,9.839,0.00,0.00,0.00,100.22,0.009,0.068,-9.428
39750,0.032,-0.068,9.830,0.00,0.00,0.00,100.22,-0.051,0.075,-9.382
39760,0.020,-0.035,9.809,0.00,0.00,0.00,100.22,0.004,0.088,-9.389
39770,0.033,-0.024,9.823,0.00,0.00,0.00,100.22,-0.068,0.117,-9.404
39780,0.043,-0.017,9.868,0.00,0.00,0.00,100.22,-0.031,0.073,-9.431
39790,0.031,-0.040,9.905,0.00,0.00,0.00,100.22,-0.049,0.066,-9.465
39800,0.026,-0.026,9.907,0.00,0.00,0.00,100.22,-0.019,0.098,-9.468
39810,0.041,-0.028,9.836,0.00,0.00,0.00,100.22,-0.041,0.093,-9.428
39820,0.053,-0.029,9.806,0.00,0.00,0.00,100.22,-0.036,0.073,-9.394
39830,0.064,-0.014,9.807,0.00,0.00,0.00,100.22,-0.024,0.073,-9.399
39841,0.050,-0.025,9.853,0.00,0.00,0.00,100.22,-0.022,0.100,-9.426
39851,0.037,-0.042,9.865,0.00,0.00,0.00,100.22,-0.002,0.080,-9.448
39861,0.029,-0.063,9.869,0.00,0.00,0.00,100.22,-0.026,0.098,-9.428
39871,0.038,-0.065,9.845,0.00,0.00,0.00,100.22,0.024,0.046,-9.389
39881,0.050,-0.056,9.822,0.00,0.00,0.00,100.22,0.004,0.036,-9.394
39891,0.069,-0.052,9.813,0.00,0.00,0.00,100.22,-0.031,0.088,-9.389
39901,0.057,-0.016,9.827,0.00,0.00,0.00,100.22,-0.058,0.044,-9.448
39921,0.031,-0.008,9.925,0.00,0.00,0.00,100.22,-0.044,0.075,-9.512
39931,0.038,-0.002,9.906,0.00,0.00,0.00,100.22,-0.029,0.100,-9.519
39942,0.052,-0.039,9.823,0.00,0.00,0.00,100.22,-0.039,0.110,-9.416
39952,0.061,-0.044,9.786,0.00,0.00,0.00,100.22,-0.080,0.095,-9.379
39962,0.058,-0.055,9.841,0.00,0.00,0.00,100.22,-0.039,0.058,-9.394
39972,0.037,-0.055,9.842,0.00,0.00,0.00,100.22,-0.022,0.024,-9.431
39982,0.038,-0.056,9.842,0.00,0.00,0.00,100.22,-0.063,0.051,-9.446
39992,0.017,-0.054,9.863,0.00,0.00,0.00,100.22,-0.012,0.110,-9.458
40002,0.047,-0.048,9.850,0.00,0.00,0.00,100.22,-0.022,0.095,-9.428
40012,0.039,-0.034,9.814,0.00,0.00,0.00,100.22,-0.014,0.127,-9.451
40022,0.049,-0.010,9.827,0.00,0.00,0.00,100.22,-0.041,0.088,-9.438
40032,0.056,-0.022,9.848,0.00,0.00,0.00,100.22,-0.017,0.061,-9.411
40044,0.055,-0.011,9.879,0.00,0.00,0.00,100.22,-0.053,0.012,-9.443
40054,0.059,-0.004,9.889,0.00,0.00,0.00,100.22,-0.046,0.107,-9.495
40064,0.057,-0.008,9.822,0.00,0.00,0.00,100.22,-0.078,0.044,-9.421
40074,0.052,-0.037,9.808,0.00,0.00,0.00,100.22,-0.022,0.068,-9.377
40084,0.053,-0.046,9.872,0.00,0.00,0.00,100.22,-0.071,0.071,-9.424
40094,0.054,-0.047,9.881,0.00,0.00,0.00,100.22,-0.014,0.083,-9.443
40104,0.038,-0.070,9.853,0.00,0.00,0.00,100.22,0.078,0.066,-9.465
40114,0.050,-0.062,9.832,0.00,0.00,0.00,100.22,0.002,0.066,-9.441
40124,0.046,-0.062,9.829,0.00,0.00,0.00,100.22,-0.019,0.078,-9.431
40145,0.047,-0.028,9.826,0.00,0.00,0.00,100.22,-0.036,0.112,-9.426
40155,0.044,-0.023,9.836,0.00,0.00,0.00,100.22,-0.039,0.058,-9.409
40165,0.031,-0.028,9.854,0.00,0.00,0.00,100.22,-0.049,0.110,-9.482
40175,0.055,-0.037,9.842,0.00,0.00,0.00,100.22,-0.044,0.102,-9.428
40185,0.062,-0.037,9.825,0.00,0.00,0.00,100.22,-0.063,0.073,-9.397
40195,0.064,-0.034,9.848,0.00,0.00,0.00,100.22,-0.022,0.063,-9.433
40205,0.059,-0.047,9.884,0.00,0.00,0.00,100.22,-0.046,0.066,-9.436
40215,0.048,-0.033,9.871,0.00,0.00,0.00,100.22,-0.041,0.083,-9.478
40225,0.046,-0.042,9.831,0.00,0.00,0.00,100.22,-0.017,0.075,-9.431
40235,0.046,-0.022,9.844,0.00,0.00,0.00,100.22,-0.061,0.073,-9.428
40246,0.034,-0.010,9.848,0.00,0.00,0.00,100.22,-0.049,0.083,-9.451
40256,0.031,-0.011,9.857,0.00,0.00,0.00,100.22,-0.085,0.100,-9.428
40266,0.048,-0.024,9.871,0.00,0.00,0.00,100.22,-0.026,0.122,-9.453
40276,0.052,-0.020,9.860,0.00,0.00,0.00,100.22,-0.049,0.080,-9.458
40286,0.055,-0.024,9.859,0.00,0.00,0.00,100.22,-0.026,0.102,-9.478
40296,0.069,-0.036,9.841,0.00,0.00,0.00,100.22,-0.026,0.061,-9.438
40306,0.062,-0.029,9.840,0.00,0.00,0.00,100.22,-0.046,0.034,-9.431
40316,0.035,-0.029,9.823,0.00,0.00,0.00,100.22,-0.036,0.044,-9.421
40326,0.028,-0.038,9.836,0.00,0.00,0.00,100.22,-0.019,0.075,-9.404
40336,0.033,-0.062,9.866,0.00,0.00,0.00,100.22,-0.002,0.071,-9.426
40357,0.058,-0.045,9.829,0.00,0.00,0.00,100.22,0.002,0.083,-9.421
40367,0.050,-0.032,9.850,0.00,0.00,0.00,100.22,-0.012,0.071,-9.392
40377,0.034,-0.035,9.854,0.00,0.00,0.00,100.22,-0.051,0.115,-9.455
40387,0.026,-0.032,9.849,0.00,0.00,0.00,100.22,-0.053,0.061,-9.475
40397,0.052,-0.023,9.814,0.00,0.00,0.00,100.22,-0.012,0.078,-9.438
40407,0.058,-0.032,9.856,0.00,0.00,0.00,100.22,-0.044,0.075,-9.460
40417,0.061,-0.023,9.875,0.00,0.00,0.00,100.22,-0.029,0.073,-9.453
40427,0.069,-0.046,9.851,0.00,0.00,0.00,100.22,-0.012,0.053,-9.453
40437,0.068,-0.032,9.857,0.00,0.00,0.00,100.22,-0.029,0.085,-9.409
40450,0.055,-0.025,9.847,0.00,0.00,0.00,100.22,-0.093,0.075,-9.399
40460,0.049,-0.032,9.855,0.00,0.00,0.00,100.22,-0.044,0.090,-9.438
40470,0.043,-0.031,9.851,0.00,0.00,0.00,100.22,-0.039,0.075,-9.389
40480,0.047,-0.030,9.841,0.00,0.00,0.00,100.22,-0.036,0.034,-9.419
40490,0.033,-0.010,9.832,0.00,0.00,0.00,100.22,-0.031,0.105,-9.419
40500,0.022,-0.040,9.862,0.00,0.00,0.00,100.22,-0.053,0.090,-9.451
40510,0.034,-0.042,9.856,0.00,0.00,0.00,100.22,-0.041,0.066,-9.406
40520,0.040,-0.029,9.846,0.00,0.00,0.00,100.22,-0.022,0.056,-9.421
40530,0.046,-0.029,9.856,0.00,0.00,0.00,100.22,-0.029,0.046,-9.495
40540,0.048,-0.035,9.845,0.00,0.00,0.00,100.22,-0.034,0.090,-9.433
40550,0.062,-0.051,9.844,0.00,0.00,0.00,100.22,-0.063,0.068,-9.441
40570,0.052,-0.047,9.856,0.00,0.00,0.00,100.22,-0.041,0.088,-9.453
40580,0.058,-0.038,9.863,0.00,0.00,0.00,100.22,0.026,0.049,-9.428
40590,0.053,-0.034,9.846,0.00,0.00,0.00,100.22,-0.051,0.095,-9.419
40600,0.043,-0.032,9.826,0.00,0.00,0.00,100.22,-0.068,0.066,-9.406
40610,0.047,-0.029,9.844,0.00,0.00,0.00,100.22,-0.053,0.112,-9.416
40620,0.036,-0.034,9.861,0.00,0.00,0.00,100.22,-0.051,0.088,-9.431
40630,0.032,-0.026,9.863,0.00,0.00,0.00,100.22,-0.046,0.075,-9.414
40640,0.029,-0.023,9.851,0.00,0.00,0.00,100.22,-0.036,0.115,-9.453
40651,0.039,-0.044,9.827,0.00,0.00,0.00,100.22,-0.073,0.073,-9.431
40661,0.059,-0.047,9.834,0.00,0.00,0.00,100.22,-0.088,0.095,-9.394
40671,0.062,-0.045,9.845,0.00,0.00,0.00,100.22,-0.012,0.073,-9.441
40681,0.051,-0.054,9.848,0.00,0.00,0.00,100.22,-0.031,0.115,-9.441
40691,0.037,-0.042,9.865,0.00,0.00,0.00,100.22,-0.044,0.063,-9.426
40701,0.019,-0.031,9.850,0.00,0.00,0.00,100.22,-0.039,0.073,-9.455
40711,0.040,-0.026,9.853,0.00,0.00,0.00,100.22,-0.009,0.083,-9.416
40721,0.058,-0.033,9.839,0.00,0.00,0.00,100.22,-0.046,0.075,-9.460
40731,0.061,-0.020,9.849,0.00,0.00,0.00,100.22,-0.049,0.080,-9.431
40741,0.056,-0.031,9.886,0.00,0.00,0.00,100.22,-0.007,0.058,-9.458
40752,0.047,-0.039,9.857,0.00,0.00,0.00,100.22,-0.002,0.058,-9.455
40762,0.052,-0.022,9.844,0.00,0.00,0.00,100.22,-0.049,0.112,-9.421
40782,0.046,-0.048,9.827,0.00,0.00,0.00,100.22,-0.024,0.083,-9.409
40792,0.035,-0.046,9.850,0.00,0.00,0.00,100.22,-0.019,0.129,-9.443
40802,0.035,-0.045,9.872,0.00,0.00,0.00,100.22,-0.056,0.144,-9.424
40812,0.040,-0.057,9.849,0.00,0.00,0.00,100.22,-0.019,0.085,-9.451
40822,0.043,-0.035,9.826,0.00,0.00,0.00,100.22,-0.034,0.034,-9.421
40832,0.044,-0.043,9.829,0.00,0.00,0.00,100.22,-0.009,0.080,-9.402
40842,0.047,-0.044,9.848,0.00,0.00,0.00,100.22,-0.056,0.098,-9.399
40854,0.053,-0.025,9.869,0.00,0.00,0.00,100.22,-0.014,0.085,-9.451
40864,0.050,-0.031,9.857,0.00,0.00,0.00,100.22,-0.036,0.102,-9.470
40874,0.038,-0.023,9.848,0.00,0.00,0.00,100.22,-0.053,0.120,-9.463
40884,0.038,-0.026,9.840,0.00,0.00,0.00,100.22,-0.078,0.078,-9.406
40894,0.056,-0.004,9.842,0.00,0.00,0.00,100.22,-0.056,0.090,-9.428
40904,0.031,-0.014,9.855,0.00,0.00,0.00,100.22,-0.063,0.066,-9.419
40914,0.046,-0.037,9.863,0.00,0.00,0.00,100.22,-0.046,0.100,-9.433
40924,0.047,-0.034,9.862,0.00,0.00,0.00,100.22,0.019,0.100,-9.451
40934,0.041,-0.047,9.857,0.00,0.00,0.00,100.22,-0.002,0.110,-9.426
40944,0.059,-0.055,9.848,0.00,0.00,0.00,100.22,-0.019,0.058,-9.421
40955,0.074,-0.038,9.838,0.00,0.00,0.00,100.22,-0.024,0.063,-9.397
40965,0.047,-0.035,9.848,0.00,0.00,0.00,100.22,-0.066,0.041,-9.426
40975,0.047,-0.032,9.857,0.00,0.00,0.00,100.22,-0.071,0.093,-9.431
40995,0.028,-0.028,9.833,0.00,0.00,0.00,100.22,-0.034,0.078,-9.404
41005,0.032,-0.033,9.833,0.00,0.00,0.00,100.22,-0.031,0.039,-9.455
41015,0.044,-0.043,9.839,0.00,0.00,0.00,100.22,-0.022,0.088,-9.431
41025,0.030,-0.052,9.857,0.00,0.00,0.00,100.22,0.002,0.044,-9.379
41035,0.048,-0.059,9.847,0.00,0.00,0.00,100.22,-0.029,0.105,-9.431
41045,0.052,-0.044,9.849,0.00,0.00,0.00,100.22,0.007,0.053,-9.397
41056,0.047,-0.037,9.848,0.00,0.00,0.00,100.22,-0.026,0.049,-9.448
41066,0.047,-0.029,9.843,0.00,0.00,0.00,100.22,-0.009,0.100,-9.465
41076,0.048,-0.027,9.854,0.00,0.00,0.00,100.22,-0.024,0.115,-9.455
41086,0.053,-0.016,9.868,0.00,0.00,0.00,100.22,-0.056,0.056,-9.414
41096,0.061,-0.016,9.851,0.00,0.00,0.00,100.22,-0.071,0.100,-9.478
41106,0.054,-0.025,9.855,0.00,0.00,0.00,100.22,-0.041,0.105,-9.460
41116,0.049,-0.027,9.850,0.00,0.00,0.00,100.22,-0.046,0.046,-9.394
41126,0.051,-0.043,9.847,0.00,0.00,0.00,100.22,-0.004,0.071,-9.424
41136,0.050,-0.040,9.852,0.00,0.00,0.00,100.22,-0.022,0.041,-9.458
41146,0.025,-0.028,9.856,0.00,0.00,0.00,100.22,-0.022,0.083,-9.460
41158,0.028,-0.037,9.834,0.00,0.00,0.00,100.22,-0.026,0.102,-9.441
41168,0.038,-0.030,9.839,0.00,0.00,0.00,100.22,-0.012,0.063,-9.414
41178,0.051,-0.037,9.833,0.00,0.00,0.00,100.22,0.012,0.102,-9.411
41188,0.041,-0.038,9.821,0.00,0.00,0.00,100.22,-0.012,0.115,-9.372
41198,0.041,-0.026,9.854,0.00,0.00,0.00,100.22,-0.034,0.053,-9.387
41218,0.047,-0.025,9.845,0.00,0.00,0.00,100.22,-0.044,0.105,-9.436
